name,party,year,geography,war,war_text
Shontel Brown,D,2024,OH-11,4.1,D+4.1
Shri Thanedar,D,2024,MI-13,0.4,D+0.4
Shuwaski Young,D,2022,MS-03,-4.2,R+4.2
Sima Ladjevardian,D,2020,TX-02,-4.8,R+4.8
Simon Cardell,D,2024,TX-04,-0.5,R+0.5
Sri Preston Kulkarni,D,2020,TX-22,-2.4,R+2.4
Staci Appel,D,2014,IA-03,-5.0,R+5.0
Stacy Ries Snyder,R,2016,TN-05,-4.5,D+4.5
Stan Caplan,R,2022,CA-51,-0.4,D+0.4
Steny Hoyer,D,2024,MD-05,-1.2,R+1.2
Stephanie Bice,R,2024,OK-05,-2.6,D+2.6
Stephanie Murphy,D,2020,FL-07,2.0,D+2
Stephanie Schmid,D,2020,NJ-04,-7.0,R+7
Stephany Rose Spaulding,D,2018,CO-05,2.0,D+2
Stephen Daniel,D,2020,TX-06,0.5,D+0.5
Stephen Fincher,R,2014,TN-08,2.2,R+2.2
Stephen Houlahan,D,2024,CA-48,2.4,D+2.4
Stephen Lynch,D,2024,MA-08,11.0,D+11
Stephen Meade,R,2014,CA-51,-0.3,D+0.3
Stephen Slauson,R,2022,CA-12,-3.4,D+3.4
Stephen Tryon,D,2016,UT-03,-0.2,R+0.2
Steve Adams,R,2014,CA-41,5.9,R+5.9
Steve Bond,R,2024,HI-02,-13.0,D+13
Steve Chabot,R,2022,OH-01,-1.4,D+1.4
Steve Cohen,D,2024,TN-09,1.1,D+1.1
Steve Corvi,R,2024,RI-02,-5.8,D+5.8
Steve Elliott,R,2022,MI-12,4.1,R+4.1
Steve Ferrara,R,2018,AZ-09,-4.2,D+4.2
Steve Foster,D,2018,GA-14,-1.4,R+1.4
Steve Holden,D,2022,NY-24,-1.0,R+1
Steve House,R,2020,CO-06,0.0,D+0
Steve Israel,D,2014,NY-03,10.7,D+10.7
Steve Jones,R,2024,NM-01,1.1,R+1.1
Steve King,R,2018,IA-04,-9.2,D+9.2
Steve Knight,R,2018,CA-25,-1.9,D+1.9
Steve Kraus,R,2018,OH-09,-0.6,D+0.6
Steve Lindbeck,D,2016,AK-AL,7.8,D+7.8
Steve Negron,R,2020,NH-02,-1.1,D+1.1
Steve Pearce,R,2016,NM-02,7.1,R+7.1
Steve Russell,R,2018,OK-05,-8.0,D+8
Steve Santarsiero,D,2016,PA-08,-7.0,R+7
Steve Scalise,R,2024,LA-01,4.8,R+4.8
Steve Southerland,R,2014,FL-02,-18.5,D+18.5
Steve Stivers,R,2020,OH-15,7.9,R+7.9
Steve Toft,R,2018,WI-03,-11.0,D+11
Steve Von Loor,R,2018,NC-04,-2.5,D+2.5
Steve Watkins,R,2018,KS-02,-4.8,D+4.8
Steve Wendelin,D,2024,WV-02,-2.2,R+2.2
Steve Williams,R,2024,CA-43,4.7,R+4.7
Steve Womack,R,2024,AR-03,2.9,R+2.9
Steven Bailey,R,2016,MO-01,6.1,R+6.1
Steven David,D,2018,TX-08,3.6,D+3.6
Steven Fought,D,2016,OH-08,-2.5,R+2.5
Steven Horsford,D,2024,NV-04,3.2,D+3.2
Steven Monahan,R,2022,CO-06,2.5,R+2.5
Steven Palazzo,R,2018,MS-04,-4.4,D+4.4
Steven Reynolds,D,2016,TN-04,17.2,D+17.2
Steven Sams,R,2022,NY-26,-12.4,D+12.4
Steven Specht,D,2016,FL-01,7.0,D+7
Steven Uccio,R,2016,NJ-12,5.0,R+5
Steven Wright,R,2024,TX-35,3.9,R+3.9
Stewart Mills,R,2016,MN-08,-5.7,D+5.7
Stewart Mills III,R,2014,MN-08,3.9,R+3.9
Stuart Ray,R,2022,KY-03,-5.8,D+5.8
Stuart Starr,D,2016,TN-02,-5.7,R+5.7
Stuart Whitlow,D,2024,TX-31,-1.2,R+1.2
Stylo Sapaskis,R,2022,NY-15,-5.9,D+5.9
Sue Altman,D,2024,NJ-07,-0.0,D+0
Sue Caro,R,2016,CA-13,1.6,R+1.6
Sue Googe,R,2016,NC-04,3.0,R+3
Sue Kiley,R,2022,NJ-06,-1.0,D+1
Suhas Subramanyam,D,2024,VA-10,-5.1,R+5.1
Summer Lee,D,2024,PA-12,-7.8,R+7.8
Susan Boser,D,2018,PA-15,-0.1,R+0.1
Susan Brooks,R,2018,IN-05,4.5,R+4.5
Susan Davis,D,2018,CA-53,1.5,D+1.5
Susan Hall Heitzman,D,2014,IN-06,-1.1,R+1.1
Susan Marie Smith,R,2020,IN-07,3.4,R+3.4
Susan Moran Palmer,D,2018,OH-16,-2.8,R+2.8
Susan Narvaiz,R,2016,TX-35,1.2,R+1.2
Susan Wild,D,2024,PA-07,-0.1,R+0.1
Susanne Atanus,R,2014,IL-09,-2.7,D+2.7
Susie Lee,D,2024,NV-03,0.3,D+0.3
Suzan DelBene,D,2024,WA-01,-4.9,R+4.9
Suzanna Shkreli,D,2016,MI-08,-6.9,R+6.9
Suzanne Bonamici,D,2024,OR-01,2.5,D+2.5
Suzanne Patrick,D,2014,VA-02,-0.6,R+0.6
Suzanne Savary,D,2016,CA-48,-1.2,R+1.2
Suzanne Scholte,R,2014,VA-11,4.7,R+4.7
Sylvester Turner,D,2024,TX-18,-1.4,R+1.4
Sylvia Garcia,D,2024,TX-29,4.7,D+4.7
TJ Cox,D,2020,CA-21,-11.8,R+11.8
Tabitha Isner,D,2018,AL-02,7.7,D+7.7
Tabitha Johnson-Green,D,2022,GA-10,0.4,D+0.4
Tad Jude,R,2024,MN-03,2.4,R+2.4
Talia Fuentes,D,2016,AZ-05,3.4,D+3.4
Talley Sergent,D,2018,WV-02,9.5,D+9.5
Tambrei Cash,D,2024,GA-09,0.5,D+0.5
Tamie Wilson,D,2024,OH-04,3.9,D+3.9
Tamika Hamilton,R,2022,CA-06,1.7,R+1.7
Tammy Duckworth,D,2014,IL-08,-3.7,R+3.7
Tanya Lloyd,D,2024,TX-27,0.8,D+0.8
Tartisha Hill,D,2022,TX-05,2.3,D+2.3
Tate MacQueen,D,2014,NC-10,6.8,D+6.8
Tatiana Matta,D,2018,CA-23,1.9,D+1.9
Tawana Cadien,D,2016,TX-10,5.3,D+5.3
Tawana Walter-Cadien,D,2014,TX-10,3.9,D+3.9
Tawnja Zahradka,D,2020,MN-06,-4.7,R+4.7
Taysha DeVaughan,D,2022,VA-09,2.2,D+2.2
Ted Budd,R,2020,NC-13,-3.7,D+3.7
Ted Deutch,D,2020,FL-22,0.7,D+0.7
Ted Howze,R,2020,CA-10,-6.9,D+6.9
Ted Lieu,D,2024,CA-36,-4.5,R+4.5
Ted Poe,R,2016,TX-02,-4.6,D+4.6
Ted Yoho,R,2018,FL-03,-1.5,D+1.5
Teddy Liddell,R,2024,NJ-01,3.9,R+3.9
Tedra Cobb,D,2020,NY-21,-3.0,R+3
Teresa Leger Fernandez,D,2024,NM-03,4.5,D+4.5
Teresa Montseny,D,2020,MO-07,4.1,D+4.1
Terri Bonoff,D,2016,MN-03,-11.7,R+11.7
Terri Sewell,D,2024,AL-07,-0.2,R+0.2
Terry Bowman,R,2014,MI-12,-3.1,D+3.1
Terry Namkung,R,2022,VA-03,0.1,R+0.1
Tharon Chandler,D,2016,TN-07,-4.8,R+4.8
Theresa Boisseau,D,2024,TX-10,-0.8,R+0.8
Theresa Gasper,D,2018,OH-10,-12.7,R+12.7
Theresa Raborn,R,2020,IL-02,0.9,R+0.9
Thomas Carle,D,2024,NY-23,-6.7,R+6.7
Thomas Chalifoux,R,2024,FL-09,-5.3,D+5.3
Thomas Cole,R,2024,CA-24,3.0,R+3
Thomas Lynch,R,2022,IL-02,3.9,R+3.9
Thomas Massie,R,2022,KY-04,-3.7,D+3.7
Thomas Mills,D,2016,NC-08,6.1,D+6.1
Thomas Oh,R,2018,VA-08,9.5,R+9.5
Thomas Pekarek,R,2014,OH-13,-18.2,D+18.2
Thomas Waddell Hill,D,2014,NC-11,8.0,D+8.0
Thomas Wight,D,2014,GA-07,3.6,D+3.6
Thomas Witkop,D,2024,FL-21,-2.7,R+2.7
Thomas Zmich,R,2024,NY-06,-8.4,D+8.4
Thuy Lowe,R,2016,FL-10,-5.6,D+5.6
Tiffany Shedd,R,2020,AZ-01,-1.7,D+1.7
Tim Alexander,D,2022,NJ-02,-5.0,R+5
Tim Bishop,D,2014,NY-01,-1.4,R+1.4
Tim Bjorkman,D,2018,SD-AL,-2.9,R+2.9
Tim Burchett,R,2024,TN-02,1.5,R+1.5
Tim Gilpin,D,2018,OK-01,5.1,D+5.1
Tim Hazelo,R,2020,WA-02,2.4,R+2.4
Tim Huelskamp,R,2014,KS-01,-19.8,D+19.8
Tim Kelly,R,2020,MI-05,-6.6,D+6.6
Tim Kennedy,D,2024,NY-26,6.7,D+6.7
Tim Moore,R,2024,NC-14,-3.0,D+3
Tim Peck,D,2024,IN-09,0.9,D+0.9
Tim Rogers,R,2024,WI-04,-1.0,D+1
Tim Ryan,D,2020,OH-13,2.1,D+2.1
Tim Sheridan,D,2016,CA-42,6.6,D+6.6
Tim Walberg,R,2024,MI-05,3.9,R+3.9
Tim Walz,D,2016,MN-01,7.2,D+7.2
Tim Westley,R,2018,TX-15,-5.0,D+5
Tina Forte,R,2024,NY-14,1.5,R+1.5
Tobi Beck,D,2018,IN-04,-1.3,R+1.3
Todd Bloom,R,2016,WA-06,-5.1,D+5.1
Todd Litton,D,2018,TX-02,3.5,D+3.5
Todd Rokita,R,2016,IN-04,-1.7,D+1.7
Todd Rowley,D,2020,PA-13,1.8,D+1.8
Todd Young,R,2014,IN-09,-1.1,D+1.1
Tom Adams,D,2014,SC-05,6.8,D+6.8
Tom Barrett,R,2024,MI-07,1.4,R+1.4
Tom Cole,R,2024,OK-04,0.4,R+0.4
Tom Emmer,R,2024,MN-06,-0.1,D+0.1
Tom Garrett,R,2016,VA-05,5.1,R+5.1
Tom Graves,R,2018,GA-14,1.4,R+1.4
Tom Hanson,R,2024,IL-05,-0.7,D+0.7
Tom Harrison,R,2018,OR-03,5.3,R+5.3
Tom Herman,R,2024,CA-33,-1.1,D+1.1
Tom Holmes,D,2024,AL-01,1.3,D+1.3
Tom Houghton,D,2014,PA-16,5.8,D+5.8
Tom Kean,R,2024,NJ-07,0.0,D+0
Tom MacArthur,R,2018,NJ-03,2.2,R+2.2
Tom Malinowski,D,2022,NJ-07,-2.2,R+2.2
Tom Marino,R,2018,PA-12,2.5,R+2.5
Tom McClintock,R,2024,CA-05,2.0,R+2
Tom Nelson,D,2016,WI-08,-13.3,R+13.3
Tom O'Halleran,D,2022,AZ-02,1.8,D+1.8
Tom Palzewicz,D,2020,WI-05,-2.1,R+2.1
Tom Patti,R,2022,CA-09,-3.5,D+3.5
Tom Poetter,D,2014,OH-08,6.4,D+6.4
Tom Price,R,2016,GA-06,-0.2,D+0.2
Tom Reed,R,2020,NY-23,1.2,R+1.2
Tom Rice,R,2020,SC-07,0.7,R+0.7
Tom Rooney,R,2016,FL-17,-3.6,D+3.6
Tom Silva,R,2024,CA-07,-0.5,D+0.5
Tom Spangler,D,2014,IN-08,5.7,D+5.7
Tom Suozzi,D,2024,NY-03,1.9,D+1.9
Tom Tiffany,R,2024,WI-07,2.2,R+2.2
Tom Wakely,D,2016,TX-21,3.9,D+3.9
Tom Watson,D,2020,TX-19,-0.4,R+0.4
Tom Weiler,R,2022,MN-03,0.7,R+0.7
Tom Wells,D,2024,FL-03,2.0,D+2
Tom Zmich,R,2020,NY-06,-8.2,D+8.2
Tommy Hanson,R,2022,IL-05,-0.7,D+0.7
Tommy Schrader,D,2016,IN-03,-15.5,R+15.5
Tonia Khouri,R,2016,IL-11,5.1,R+5.1
Tony Amador,R,2020,CA-09,4.3,R+4.3
Tony Cardenas,D,2018,CA-29,-1.7,R+1.7
Tony Cárdenas,D,2014,CA-29,-4.8,R+4.8
Tony Gonzales,R,2024,TX-23,4.2,R+4.2
Tony Kurtz,R,2014,WI-03,-2.9,D+2.9
Tony Vargas,D,2024,NE-02,-1.6,R+1.6
Tony Ventrella,D,2016,WA-08,-12.0,R+12
Tony Wied,R,2024,WI-08,-2.8,D+2.8
Tootie Smith,R,2014,OR-05,-4.8,D+4.8
Torrey Westrom,R,2014,MN-07,-19.3,D+19.3
Tracey Mann,R,2024,KS-01,2.9,R+2.9
Tracy Lovvorn,R,2020,MA-02,-3.7,D+3.7
Tracy Mitrano,D,2020,NY-23,-1.2,R+1.2
Travis Wines,R,2018,MI-05,-5.2,D+5.2
Tre Pennie,R,2020,TX-30,-1.4,D+1.4
Trent Kelly,R,2024,MS-01,-0.1,D+0.1
Trey Gowdy,R,2016,SC-04,0.2,R+0.2
Trey Hollingsworth,R,2020,IN-09,0.6,R+0.6
Trey Hunt,D,2024,TX-12,-2.2,R+2.2
Tricia Zunker,D,2020,WI-07,1.9,D+1.9
Trish Gunby,D,2022,MO-02,1.1,D+1.1
Trisha Calvarese,D,2024,CO-04,9.2,D+9.2
Troy Balderson,R,2024,OH-12,0.9,R+0.9
Troy Carter,D,2024,LA-02,7.7,D+7.7
Troy Downing,R,2024,MT-02,0.0,D+0
Troy Nehls,R,2024,TX-22,0.2,R+0.2
Trygve Hammer,D,2024,ND-AL,-1.2,R+1.2
Tue Phan,R,2014,CA-11,-0.1,D+0.1
Tulsi Gabbard,D,2018,HI-02,10.8,D+10.8
Tyler Fischella,R,2016,CA-35,-3.6,D+3.6
Tyler Geffeney,R,2022,CA-52,-1.3,D+1.3
Tyler Kistner,R,2022,MN-02,0.9,R+0.9
Tyler Lee,R,2022,NC-12,3.1,R+3.1
Val Almonord,D,2020,GA-03,2.2,D+2.2
Val Amonord,D,2022,GA-03,0.6,D+0.6
Val Demings,D,2020,FL-10,1.5,D+1.5
Val Hoyle,D,2024,OR-04,-6.3,R+6.3
Valdamar Archuleta,R,2024,CO-01,2.9,R+2.9
Valerie Foushee,D,2024,NC-04,1.2,D+1.2
Valerie Mukherjee,R,2020,IL-10,5.3,R+5.3
Van Taylor,R,2020,TX-03,3.7,R+3.7
Vanessa Adia,D,2018,TX-12,0.4,D+0.4
Vanessa Enoch,D,2024,OH-08,2.3,D+2.3
Vangie Williams,D,2018,VA-01,-1.8,R+1.8
Various Democrats,D,2016,LA-06,-2.9,R+2.9
Various Dems,D,2022,LA-03,-9.0,R+9
Vennia Francois,R,2020,FL-10,-1.5,D+1.5
Vern Buchanan,R,2024,FL-16,-1.0,D+1
Veronica Escobar,D,2024,TX-16,-4.0,R+4
Vic Meyers,D,2014,CO-04,-7.4,R+7.4
Vicente Gonzalez,D,2024,TX-34,1.3,D+1.3
Vickie Glisson,R,2018,KY-03,-2.2,D+2.2
Vicky Hartzler,R,2020,MO-04,0.1,R+0.1
Victor Armendariz,R,2016,GA-04,2.4,R+2.4
Victoria Broderick,D,2024,TN-04,1.0,D+1
Victoria Spartz,R,2024,IN-05,0.9,R+0.9
Vin Kruttiventi,R,2024,CA-14,4.9,R+4.9
Vince Coakley,R,2014,NC-12,5.8,R+5.8
Vince Kolber,R,2016,IL-05,3.7,R+3.7
Vincent Cavaleri,R,2022,WA-01,5.7,R+5.7
Virginia Foxx,R,2024,NC-05,-4.1,D+4.1
Virginia Fuller,R,2018,FL-05,-4.5,D+4.5
Wade Herring,D,2022,GA-01,1.8,D+1.8
Walter B. Jones Jr.,R,2014,NC-03,8.1,R+8.1
Walter Dartland,D,2016,FL-02,1.4,D+1.4
Walter Jones,R,2016,NC-03,3.1,R+3.1
Warren Davidson,R,2024,OH-08,-2.3,D+2.3
Wayne Alberson,R,2016,TN-09,-0.3,D+0.3
Wayne Gunny Harmon,R,2018,IN-07,4.7,R+4.7
Wayne Johnson,R,2024,GA-02,-3.0,D+3
Wayne Liebnitzky,R,2018,FL-09,1.2,R+1.2
Wayne Steele,D,2022,TN-04,-1.5,R+1.5
Wendell Champion,R,2020,TX-18,2.0,R+2
Wendy Davis,D,2020,TX-21,1.2,D+1.2
Wendy Norman,D,2022,ID-02,2.9,D+2.9
Wendy Reed,D,2016,CA-23,-3.2,R+3.2
Wendy Rogers,R,2018,AZ-01,-4.8,D+4.8
Wes Bradley,D,2014,TN-08,-2.2,R+2.2
Wes Hallman,R,2022,CA-28,-3.5,D+3.5
Wes Neuman,D,2014,FL-07,-13.4,R+13.4
Wesley Bell,D,2024,MO-01,4.1,D+4.1
Wesley Casteen,D,2016,NC-07,4.2,D+4.2
Wesley Hunt,R,2024,TX-38,-1.4,D+1.4
Wesley Reed,D,2014,TX-27,5.5,D+5.5
Whitney Fox,D,2024,FL-13,6.1,D+6.1
Whittney Williams,R,2022,MI-06,-2.4,D+2.4
Wiley Nickel,D,2022,NC-13,5.0,D+5
Will Boyd Jr.,D,2016,AL-05,8.5,D+8.5
Will Bronson,D,2014,FL-17,4.0,D+4.0
Will Hurd,R,2018,TX-23,1.4,R+1.4
Will Rollins,D,2024,CA-41,6.4,D+6.4
William Burke,R,2016,MA-08,-19.2,D+19.2
William Devine III,R,2018,MD-05,-2.1,D+2.1
William Hanson,D,2020,AR-04,-1.7,R+1.7
William Kregler,R,2024,NY-07,-5.9,D+5.9
William Leader,R,2014,CA-29,4.8,R+4.8
William Matta,D,2016,TX-17,3.8,D+3.8
William McCullough,D,2016,FL-06,4.2,D+4.2
William Smith,D,2016,OH-02,-7.9,R+7.9
William Tanoos,D,2018,IN-08,-2.7,R+2.7
William Timmons,R,2024,SC-04,-4.4,D+4.4
Willie Billups,R,2018,TX-33,-5.6,D+5.6
Willie Montague,R,2024,FL-10,2.5,R+2.5
Xochitl Torres Small,D,2020,NM-02,4.6,D+4.6
Yadira Caraveo,D,2024,CO-08,-2.1,R+2.1
Yassamin Ansari,D,2024,AZ-03,2.9,D+2.9
Yen Bailey,D,2024,FL-02,-2.3,R+2.3
Yesli Vega,R,2022,VA-07,-2.4,D+2.4
Yolanda Dentley,R,2014,NJ-10,-3.3,D+3.3
Young Kim,R,2024,CA-40,2.8,R+2.8
Yuri Dashevsky,R,2022,NY-08,0.3,R+0.3
Yuripzy Morgan,R,2022,MD-03,4.9,R+4.9
Yvette Clarke,D,2024,NY-09,4.1,D+4.1
Yvette Herrell,R,2024,NM-02,-3.1,D+3.1
Yvonne Hayes Hinson,D,2018,FL-03,1.5,D+1.5
Zach Nunn,R,2024,IA-03,-4.6,D+4.6
Zach Raknerud,D,2020,ND-AL,-3.1,R+3.1
Zacheray Womer,D,2024,PA-15,-1.4,R+1.4
Zeffen Hardin,R,2016,TX-28,-11.7,D+11.7
Zephyr Teachout,D,2016,NY-19,-4.3,R+4.3
Zoe Lofgren,D,2024,CA-18,-6.9,R+6.9
Zoe Midyett,D,2020,OK-03,0.7,D+0.7
